identi,id,sizenum,v,u,T,J,X1,X2
5,18,40,0.220203954027966,0.858831155791363,0.439675092404033,1,0,0.0231176917441189
5,19,40,0.450355743037021,1.56450963178268,0.738456788456408,1,1,0.116565477568656
5,20,40,0.0612835017964244,1.32161133730071,0.499260725690514,1,0,0.498768022516742
5,21,40,0.237895434605335,0.961126304072605,0.701636174025884,1,0,0.173738839803264
5,22,40,1.21248834602636,1.22335265353181,1.22268345114472,2,0,0.390872981399298
5,23,40,0.809723132135715,1.50658907490941,1.09987612235612,2,0,0.0153076343704015
5,24,40,0,1.60313981390538,0.563027821691062,2,0,0.191651463741437
5,25,40,0.127215630920731,1.26499081078775,0.280861211117936,1,1,-0.229666786
5,26,40,0.0895540816709399,1.5011682351211,0.473602133788533,1,0,-0.294820713
5,27,40,0.310803636210039,1.072716553,0.569806186599102,2,1,0.298719885526225
5,28,40,0.344182144384831,0.992253464159972,0.699805097738959,2,1,-0.194382848
5,29,40,0.424829703988507,0.745776227209717,0.742598458559203,1,0,-0.306190262
5,30,40,13.6874305025475,Inf,Inf,0,0,-0.291958495
5,31,40,0.956552611024862,1.08477006136793,1.02856696460387,1,1,-0.1471199
5,32,40,0.913282697979162,1.3132725154182,0.969863353750491,2,1,0.276499442057684
5,33,40,0.0361516251759527,0.52038680523116,0.47195913399284,2,1,0.447293346980587
5,34,40,0.858354313665165,1.37752075248449,1.09807879770016,2,0,0.125675057759508
5,35,40,0,0.695555331143451,0.370197784502972,1,0,-0.169352538
5,36,40,0.710339430698609,1.13812671705466,0.889519566366537,1,0,-0.438027714
5,37,40,0,0.528240295571691,0.284679143668706,2,0,0.355133297387511
5,38,40,1.19940563985602,1.52885845159636,1.2235440308001,2,0,-0.006676961
5,39,40,0,0.791400485630048,0.317507099757197,2,0,-0.097612438
5,40,40,0,0.528127574806518,0.325054269936422,1,0,-0.130749509
6,1,39,0,1.12312140402602,0.337237561692021,1,1,-0.365755728
6,2,39,0.311401968680001,1.25478702541688,0.492963660788114,1,1,-0.364696541
6,3,39,0.114868368953466,0.240982721298792,0.236230685622537,1,0,-0.060920698
6,4,39,2.72954990209894,3.23780736518668,2.96429976424245,2,1,0.493025769246742
6,5,39,0,0.560256859732276,0.530062216644181,1,1,0.103121681604534
6,6,39,0,0.908276119227421,0.804405526417132,1,0,0.405962172430009
6,7,39,0.231895911041647,2.56176702339638,0.405208944802758,2,1,0.414524425053969
6,8,39,0,0.684956551042801,0.645996630356643,2,0,0.356221912894398
6,9,39,0.636068931759751,1.84071149109843,1.251867345,2,0,0.145978617947549
6,10,39,0.336484719300643,0.649914224748508,0.446228702083843,2,0,0.0986839728429914
6,11,39,2.20674632334822,2.51898528853171,2.27424586073874,2,0,-0.037220996
6,12,39,0,0.70148831483235,0.508928732445953,2,0,-0.062519442
6,13,39,0.260906807379797,0.714056925162017,0.409549050894897,2,1,-0.170633956
6,14,39,0.579171892869593,1.19782676571027,0.732746476143728,2,0,0.227983590448275
6,15,39,0,0.586408156880593,0.457406670017256,1,0,-0.255559273
6,16,39,0.125620305953535,0.58638140319235,0.365906105499138,1,0,-0.072884516
6,17,39,0.638416297709845,1.34800624747685,0.779138911939922,2,0,0.162813554285094
6,18,39,2.20748974607306,2.59242245328195,2.34239667332519,2,0,-0.047955269
6,19,39,0.370568048441783,0.955013953361145,0.733775840630628,1,1,-0.122677089
6,20,39,0,0.678288807605809,0.309433587835045,1,1,-0.300336436
6,21,39,0.467635211568212,1.64329953861257,0.515463856929804,2,1,-0.089117836
6,22,39,0,0.365929436377479,0.349442070151417,1,1,-0.236691936
6,23,39,1.19273333059037,1.84398205523486,1.19399967987625,1,0,0.0163851282559335
6,24,39,0.149465270806104,0.621459034074369,0.214663398540513,2,0,-0.408919529
6,25,39,0,0.669739640762514,0.604968741610764,2,1,0.237447476014495
6,26,39,0.694895748734439,1.3099520171186,0.824949846948957,1,0,-0.17132118
6,27,39,1.027266166,1.96748186062805,1.96718554299486,2,0,-0.164144952
6,28,39,0.260511639760807,3.9341063434486,0.368781677587137,1,1,-0.295921396
6,29,39,0,0.899609389672888,0.886886151138259,1,0,0.037872401997447
6,30,39,0,1.40859992968928,0.426125164262285,1,0,0.172200849978253
6,31,39,12.6451539399084,Inf,Inf,0,1,-0.056019835
6,32,39,0.548886388232697,2.10651337316216,0.901014974619744,1,1,0.439141296548769
6,33,39,0.491366704439229,0.64404865678162,0.514206702297467,1,0,0.315099189290777
6,34,39,13.8858413830417,Inf,Inf,0,0,-0.454750348
6,35,39,13.7162797011961,Inf,Inf,0,1,0.23304380197078
6,36,39,0.993750816634757,2.03555405792508,1.45358779799985,2,0,-0.437984065
6,37,39,0.52449861630657,1.6014324570168,0.526701488460411,1,0,0.326665528351441
6,38,39,13.6820281841815,Inf,Inf,0,1,0.367094930727035
6,39,39,0,1.6826479769403,0.983891084519443,1,0,0.101529312320054
7,1,12,0.975260555488958,2.13491264165869,1.52992705011781,1,1,0.0590722917113453
7,2,12,0,2.12932654643867,0.674050743343484,1,0,0.113071825355291
7,3,12,1.07962733254362,2.34586196785605,1.17842188274238,2,1,0.38166805752553
7,4,12,0,1.03462815001131,0.828449475744019,2,1,0.0199490587692708
7,5,12,0.510284424319854,1.26830996711076,1.23150879490683,2,1,0.359086651355028
7,6,12,13.7908429916558,Inf,Inf,0,0,0.00326242810115218
7,7,12,0.245069423923269,1.58973954914356,0.341083462938957,2,0,-0.163455707
7,8,12,0.266856377478689,1.06129616913841,0.468468856393367,2,0,-0.018033098
7,9,12,0.0595286037772138,1.01487026787811,0.920874615259343,1,1,-0.091899308
7,10,12,13.3639893956205,Inf,Inf,0,1,-0.164037649
7,11,12,13.5364345775614,Inf,Inf,0,1,-0.354673708
7,12,12,0.319902245922492,0.864262394156269,0.412329946928464,2,1,-0.450194867
8,1,13,0.375541096431639,0.784797081581237,0.48120686040482,2,1,-0.48019005
8,2,13,0,1.70353074363413,0.866250136892189,2,1,-0.33288171
8,3,13,0.566774644366969,0.925539246682997,0.590062565483958,2,0,-0.29263749
8,4,13,0.977950721974897,1.86310366257125,1.8206366784439,1,0,0.142570392694324
8,5,13,1.19246665119966,1.65906724156416,1.37391011817866,1,0,-0.265294915
8,6,13,0.952101623506417,1.70952149928737,1.09079530151589,1,0,-0.101010894
8,7,13,1.09027045216577,2.49303988516558,1.65356317710066,2,0,0.176670544082299
8,8,13,0.3991196048446,1.6792802302468,0.690666485613375,2,0,0.282626325963065
8,9,13,12.9749467034609,Inf,Inf,0,0,-0.370269343
8,10,13,0.620211259440935,3.04045755680848,2.07558221696995,1,1,0.045723766554147
8,11,13,13.9766038140438,Inf,Inf,0,0,-0.256894074
8,12,13,1.39779327847051,1.91068301059056,1.68412001193336,1,0,0.0223011274356395
8,13,13,11.8650289569793,Inf,Inf,0,1,0.309134472627193
9,1,15,0.176070616813377,1.07980353122375,0.335213291897529,2,1,-0.287472398
9,2,15,0,1.6230596154088,0.372319274120229,1,1,0.393096367362887
9,3,15,0.058760104002431,0.793079011333075,0.261370420530103,1,1,-0.37885287
9,4,15,0,0.349257831486983,0.207927827688125,1,1,-0.112040912
9,5,15,0.0505348150636981,1.86294928990631,0.841928342335059,1,0,-0.438457762
9,6,15,1.29017633745816,2.30571247899798,1.36764167339613,1,0,-0.269661648
9,7,15,13.8837192476699,Inf,Inf,0,0,-0.117911248
9,8,15,0,1.40418734260264,0.725204256049098,1,1,-0.052595634
9,9,15,0,1.41956915053987,0.425991662675933,1,1,-0.14776149
9,10,15,0,0.874482162254763,0.787481418625742,2,0,-0.082546294
9,11,15,0,0.4662347077182,0.455282822374581,2,0,0.401433628285304
9,12,15,0.137706380876454,1.01804787249641,0.946172080256063,2,0,0.184475765330717
9,13,15,0,0.565651447025544,0.537049938778769,2,0,0.493043358670548
9,14,15,0.841765601399771,1.46207768628829,0.892623069049308,2,0,-0.29146289
9,15,15,0,0.80134395677557,0.708174889771296,1,0,0.345368056790903
10,1,15,12.7418841382724,13.3992756556745,13.0903789789034,2,0,0.44854870904237
10,2,15,4.1766069624881,5.71605072351438,4.30200852925055,1,0,0.487936219898984
10,3,15,2.59251249682641,2.94074474050061,2.7682190648985,1,0,0.113890541950241
10,4,15,1.85282498734215,2.88072430940012,2.22180164200587,2,1,0.366832649102435
10,5,15,13.6016481067134,Inf,Inf,0,1,0.0450465572066605
10,6,15,3.72225871140126,5.81883508343674,3.87681618170787,2,1,0.227068082429469
10,7,15,5.18813206035995,6.75889796908345,5.3216516449639,2,0,0.272346812300384
10,8,15,5.6854350383768,6.89707265259264,6.00016167460553,1,0,0.254211447900161
10,9,15,3.26666951586029,4.54640691289433,4.23529377011993,1,1,0.296399868791923
10,10,15,13.2140220193855,Inf,Inf,0,0,-0.449036703
10,11,15,0.783023494253767,0.955415708902192,0.902606375115498,1,0,0.167204583063722
10,12,15,1.20099214836023,1.49730409843847,1.23298967700258,1,1,-0.075940628
10,13,15,7.58719396555542,8.74251671745405,8.46975341377941,1,1,-0.070059186
10,14,15,13.4549742135271,Inf,Inf,0,1,0.144752182764933
10,15,15,0.817845690214191,1.28927635880054,0.979641520905209,2,1,0.228115072939545
11,1,10,0.483826782067722,2.16688476818356,0.680125729021489,2,0,0.414365576812997
11,2,10,13.7057325660918,Inf,Inf,0,0,-0.216561734
11,3,10,12.5648775394775,Inf,Inf,0,1,0.363702397560701
11,4,10,1.62424820562111,3.37238580086716,2.98030427016054,1,0,0.177387650124729
11,5,10,13.4638271690209,Inf,Inf,0,0,-0.207695936
11,6,10,1.55069446734332,2.19743728734789,1.83968455255634,2,0,-0.334454139
11,7,10,2.20795444696556,3.51466822263417,2.9995035746697,2,1,0.329177021514624
11,8,10,0.836608822415483,1.20851992762865,0.999001212378442,1,0,-0.129286951
11,9,10,1.39502707585217,1.80663745619273,1.67335993238086,1,0,-0.286196437
11,10,10,0.440033870749176,2.48934557092118,0.852907851718381,1,1,-0.014203876
12,1,39,0,2.0814781757092,0.506440934559826,1,0,-0.499552333
12,2,39,13.1738730630066,Inf,Inf,0,0,-0.07806342
12,3,39,0,0.608805379267121,0.507252964362779,1,0,0.304772138828412
12,4,39,0.159274893698083,0.884443987462198,0.717643481782352,2,0,-0.493296294
12,5,39,1.8683060062209,2.06903460659998,1.92228689280898,1,1,-0.290416058
12,6,39,0.251926697922393,0.417021243033453,0.256326017352686,2,0,0.281786110717803
12,7,39,0,0.51387071747095,0.381242232958394,2,0,0.21281203487888
12,8,39,0.274297803407535,0.456958495778963,0.439430001630063,2,0,-0.379026331
12,9,39,0.231008881572419,0.946404766862572,0.236041200317083,1,1,0.234476235695183
12,10,39,0.254768057704772,1.76144336432837,0.438723941765267,1,1,-0.125762775
12,11,39,0.151453209081362,1.35023847958261,0.729179273657179,2,1,-0.436727157
12,12,39,0.112560141365975,0.526202061192548,0.343347151799601,2,0,-0.326790967
12,13,39,0,0.558719369096166,0.163920185741899,1,0,-0.073944242
12,14,39,1.14352078757602,1.86656747998238,1.43387321480288,2,0,-0.118981248
12,15,39,0.0656809780357796,0.942404178076549,0.289394690508974,2,1,0.37309687351808
12,16,39,0.639201639889046,1.27060188371288,0.746743513214837,2,0,-0.031504646
12,17,39,0,0.340308166807517,0.229083111755846,2,0,0.148773089749739
12,18,39,0.620711320990181,1.61399966099517,0.65233733130761,1,1,-0.165465843
12,19,39,1.70845488473753,2.52887953455996,2.10861916337378,1,0,0.0337074841372669
12,20,39,0,0.812893455806089,0.509187068439935,1,1,-0.137718093
12,21,39,0,0.453034773985403,0.253280044619209,1,0,0.228624525945634
12,22,39,0,1.53792348165089,0.198087631824398,1,0,0.020042376127094
12,23,39,0.341856692451984,0.832198916721107,0.639643760022178,1,0,0.282311582937837
12,24,39,0,1.81482301921326,0.861201535072572,1,0,-0.342749362
12,25,39,0.308875144692138,0.732021041274586,0.489495720188531,2,0,0.242108619306237
12,26,39,0.862026003542809,4.20567705126154,1.60418068653084,2,0,-0.273928626
12,27,39,0,0.570974013747132,0.167246397232818,1,0,0.0258016162551939
12,28,39,0,1.64361972353401,0.392845675577419,1,1,0.137404126347974
12,29,39,0,1.47859572610798,0.365508795781092,2,0,-0.30679199
12,30,39,0,1.04756689158486,0.375818291026668,1,1,-0.464012593
12,31,39,2.00882532392609,2.80442375071783,2.67365141237742,1,1,0.435073698870838
12,32,39,0.754898339979741,1.08747273357997,0.9727807744212,2,1,0.18708530976437
12,33,39,0,0.345015212194994,0.284793494515978,2,0,-0.359872535
12,34,39,2.66252744419916,3.40776734551355,2.82297747072218,1,0,-0.316212189
12,35,39,0,1.72710916764083,0.684868765567942,1,0,-0.473866858
12,36,39,0,0.964430307927442,0.733683315057461,2,0,0.0166232706978917
12,37,39,1.88904400065926,2.38509747186822,1.89115469118677,2,0,-0.015825001
12,38,39,0.309343760390622,0.769390050789613,0.487233952946802,1,1,0.386920081451535
12,39,39,0,0.405819943909241,0.30633207594357,2,0,0.320041694911197
13,1,20,0.0546999522519418,1.13781873586452,0.174276108678499,1,1,0.359892012551427
13,2,20,0,0.218959585887188,0.19321101763493,2,0,-0.330586485
13,3,20,0,2.6524507424151,0.460934348390531,2,0,-0.210676774
13,4,20,0,1.0206948229623,0.238364946982207,1,0,0.227966356789693
13,5,20,0.00499692605808377,0.498433914014554,0.336689803045885,1,1,0.3549149192404
13,6,20,0,0.691425787729627,0.34637691223251,1,1,0.328598926542327
13,7,20,0.174392218468711,0.469370486447588,0.270810257770686,2,0,0.31722340034321
13,8,20,1.0124983747151,2.0147253196859,1.1464030741462,1,1,-0.059135018
13,9,20,0.179934123101896,2.19614837730909,0.301463341095702,1,1,-0.265683865
13,10,20,0.376091647982444,1.03458554118246,0.926026242316084,2,0,0.0849817497655749
13,11,20,0,0.403554739427233,0.1728731257327,1,1,0.152705821674317
13,12,20,0,0.774288587230158,0.221453145569455,1,1,0.0440641732420772
13,13,20,1.34270689637212,1.40417631460165,1.38151831529574,1,1,0.436797971138731
13,14,20,0,0.88323969855429,0.234604047525244,1,1,0.0526714799925685
13,15,20,0,0.832568174072573,0.210195176205272,1,1,0.23381710681133
13,16,20,0.306206255560704,1.05118149362584,0.851989897903032,2,0,0.389850001316518
13,17,20,0.0258832655381411,0.534861895861162,0.459615663360286,2,0,-0.314108528
13,18,20,0,1.25823515181648,0.335188663833579,2,0,-0.311962914
13,19,20,0,0.802246765,0.146506899918047,2,0,0.348210760625079
13,20,20,0,0.205560901667923,0.189963892768237,1,0,-0.356130073
14,1,16,0.853126454125059,1.98021669489074,1.32368867659257,2,1,0.254235832951963
14,2,16,1.88730276891038,2.00962650745524,1.90390331931037,1,0,-0.286043567
14,3,16,2.37165784959228,3.65056372644145,3.13761780987608,1,0,-0.25385275
14,4,16,0.51246461039409,1.69651467765899,0.847041994749016,1,1,0.0747850709594786
14,5,16,1.77441386580631,2.33400796566085,1.86002392993447,1,0,0.0652693326119334
14,6,16,2.1665661506662,3.15199543106172,2.57684062642366,1,0,-0.157073898
14,7,16,0.107456200756133,1.99896800880063,0.943086535220693,1,1,0.368135473690927
14,8,16,0.118423756986907,1.07896206787503,0.490254677851304,1,1,0.193152264226228
14,9,16,0,1.2833044817041,0.787601682394042,1,0,-0.313411058
14,10,16,1.28049203120628,1.89672702754134,1.63506197737635,1,0,0.402464636601508
14,11,16,0.19524595560506,1.21037167259948,0.497943259440045,2,1,0.428017569705844
14,12,16,1.17343314637648,2.25712575192068,1.3634230511024,2,0,0.242933518020436
14,13,16,0.249998513466825,1.65980047709955,0.339544056048893,1,0,-0.183837095
14,14,16,2.77747982332373,4.09676390192579,2.92563927081492,2,0,-0.08971395
14,15,16,0.49614968127571,1.36133773224884,0.594805807656152,1,0,-0.49417346
14,16,16,1.89181732914106,2.79992295314946,2.7997538426786,2,0,0.416011975379661
15,1,15,0.0939609373069179,1.16677783860998,0.693384519360282,2,0,0.310859532095492
15,2,15,12.1767395534319,Inf,Inf,0,0,-0.3135967
15,3,15,1.59959549348361,2.09398518198062,1.91854883320341,1,0,-0.299282999
15,4,15,5.25571087976358,5.83582860504411,5.65970577913048,1,1,0.0587313466239721
15,5,15,0.636345637729391,2.00935578782329,1.38968866781674,2,0,0.131640786072239
15,6,15,1.02601187406934,1.89892877364882,1.38970103001913,1,0,0.332917510764673
15,7,15,3.1498446398621,3.66604054263501,3.63649064306749,2,0,0.241515649016947
15,8,15,13.1115878158001,Inf,Inf,0,0,-0.149571985
15,9,15,13.6161616461005,Inf,Inf,0,0,0.460062816739082
15,10,15,1.54535179977994,3.85698804825738,3.46325198758638,2,0,0.348386994330212
15,11,15,13.8834605367779,Inf,Inf,0,1,-0.005514632
15,12,15,2.27596284618619,3.9977933519799,2.55279944295014,1,1,-0.101587817
15,13,15,1.71753297365251,1.90232259414078,1.88102084929841,1,1,-0.340929493
